id,curr_time,symbol,volume,price
280565,"2018-02-08 15:59:13",MARUTI,465663,9030.7
280564,"2018-02-08 15:58:59",SBIN,18932796,301.4
280562,"2018-02-08 15:58:58",ITC,9779911,274.1
280563,"2018-02-08 15:58:58",RELIANCE,6320732,904.55
280561,"2018-02-08 15:58:50",HDIL,9211694,52.55
280560,"2018-02-08 15:58:38",JINDALSTEL,16036819,266.3
280559,"2018-02-08 15:58:35",IDFCBANK,9191271,53.25
280558,"2018-02-08 15:58:15",LT,1932082,1347.4
280557,"2018-02-08 15:57:57",JINDALSTEL,16036804,266.3
280554,"2018-02-08 15:57:40",IDFCBANK,9186271,53.25
280555,"2018-02-08 15:57:40",HDIL,9211693,52.55
280556,"2018-02-08 15:57:40",ITC,9779901,274.1
280553,"2018-02-08 15:57:37",ITC,9779861,274.1
280552,"2018-02-08 15:57:13",HDIL,9211682,52.55
280551,"2018-02-08 15:57:09",HDIL,9201682,52.55
280550,"2018-02-08 15:56:58",HDFC,1865933,1811.8
280549,"2018-02-08 15:56:56",MARUTI,465662,9030.7
280548,"2018-02-08 15:56:41",HDIL,9201282,52.55
280547,"2018-02-08 15:56:30",ITC,9779851,274.1
280546,"2018-02-08 15:55:50",SBIN,18932704,301.4
280545,"2018-02-08 15:55:48",RELIANCE,6320724,904.55
280544,"2018-02-08 15:55:15",HDFCBANK,1292861,1880.95
280543,"2018-02-08 15:54:55",RELIANCE,6320624,904.55
280542,"2018-02-08 15:54:44",HDIL,9200782,52.55
280540,"2018-02-08 15:54:35",MARUTI,465644,9030.7
280541,"2018-02-08 15:54:35",ITC,9779031,274.1
280539,"2018-02-08 15:54:32",IDFCBANK,9185946,53.25
280538,"2018-02-08 15:54:21",HDIL,9200747,52.55
280537,"2018-02-08 15:54:14",HDFC,1865923,1811.8
280536,"2018-02-08 15:54:07",INFY,4403622,1134.25
280535,"2018-02-08 15:54:06",SBIN,18932654,301.4
280534,"2018-02-08 15:53:42",JINDALSTEL,16036794,266.3
280533,"2018-02-08 15:53:29",SBIN,18932644,301.4
280532,"2018-02-08 15:53:09",ITC,9779011,274.1
280531,"2018-02-08 15:52:56",ITC,9779005,274.1
280530,"2018-02-08 15:52:28",AXISBANK,5816886,568.45
280529,"2018-02-08 15:52:27",LT,1932072,1347.4
280528,"2018-02-08 15:52:23",IDFCBANK,9185546,53.25
280527,"2018-02-08 15:52:02",ICICIBANK,10294899,333.85
280526,"2018-02-08 15:52:00",MARUTI,465637,9030.7
280525,"2018-02-08 15:51:39",JINDALSTEL,16036769,266.3
280524,"2018-02-08 15:51:34",AXISBANK,5816883,568.45
280523,"2018-02-08 15:51:14",RELIANCE,6320623,904.55
280522,"2018-02-08 15:51:00",ITC,9778183,274.1
280521,"2018-02-08 15:50:56",HDIL,9200722,52.55
