id,curr_time,symbol,volume,price
217516,"2018-02-01 15:33:22",RELIANCE,7552909,943.85
217515,"2018-02-01 15:32:41",HDFC,3837200,1967.55
217514,"2018-02-01 15:32:08",IDFCBANK,8765322,56.1
217513,"2018-02-01 15:31:46",ITC,59232276,275.3
217512,"2018-02-01 15:31:12",MARUTI,550787,9389
217511,"2018-02-01 15:31:11",SBIN,19509953,305.4
217510,"2018-02-01 15:30:40",HDFCBANK,1628425,1986.5
217509,"2018-02-01 15:30:38",KOTAKBANK,3856110,1120.55
217508,"2018-02-01 15:30:36",INFY,6501304,1144
217507,"2018-02-01 15:30:35",AXISBANK,7837857,592.45
217506,"2018-02-01 15:30:29",JINDALSTEL,9363547,265.85
217504,"2018-02-01 15:30:24",LT,8185929,1458
217505,"2018-02-01 15:30:24",ICICIBANK,29470870,346.8
217503,"2018-02-01 15:30:18",HDIL,13422605,56.6
217502,"2018-02-01 15:30:02",IDFCBANK,8761514,56.05
217500,"2018-02-01 15:29:57",JINDALSTEL,9361077,265.9
217501,"2018-02-01 15:29:57",AXISBANK,7837008,592.5
217499,"2018-02-01 15:29:50",IDFCBANK,8751984,56.05
217498,"2018-02-01 15:29:49",AXISBANK,7835657,591.55
217497,"2018-02-01 15:29:42",HDFC,3832432,1967.35
217496,"2018-02-01 15:29:41",INFY,6486339,1142.5
217495,"2018-02-01 15:29:38",HDIL,13382163,56.5
217494,"2018-02-01 15:29:36",RELIANCE,7538616,945.95
217493,"2018-02-01 15:29:35",LT,8181946,1459.9
217492,"2018-02-01 15:29:31",HDIL,13365243,56.45
217491,"2018-02-01 15:29:25",LT,8179235,1460
217490,"2018-02-01 15:29:23",IDFCBANK,8742773,56.1
217487,"2018-02-01 15:29:20",IDFCBANK,8736676,56.1
217488,"2018-02-01 15:29:20",ITC,59085821,275.65
217489,"2018-02-01 15:29:20",MARUTI,548497,9394.55
217486,"2018-02-01 15:29:19",AXISBANK,7828300,592.6
217483,"2018-02-01 15:29:14",INFY,6458592,1141.45
217484,"2018-02-01 15:29:14",MARUTI,548259,9394.7
217485,"2018-02-01 15:29:14",KOTAKBANK,3833802,1120
217482,"2018-02-01 15:29:09",AXISBANK,7827796,592.7
217481,"2018-02-01 15:29:07",HDFCBANK,1614355,1988.8
217480,"2018-02-01 15:29:05",IDFCBANK,8734501,56.05
217479,"2018-02-01 15:29:04",HDIL,13338716,56.45
217478,"2018-02-01 15:28:59",JINDALSTEL,9337718,265.7
217475,"2018-02-01 15:28:56",SBIN,19445249,305.3
217476,"2018-02-01 15:28:56",RELIANCE,7514913,945.7
217477,"2018-02-01 15:28:56",HDFC,3823703,1967.85
217474,"2018-02-01 15:28:55",AXISBANK,7826733,593.3
217473,"2018-02-01 15:28:53",MARUTI,547844,9395
217472,"2018-02-01 15:28:52",JINDALSTEL,9335241,265.85
217471,"2018-02-01 15:28:51",ITC,58979486,275.95
217469,"2018-02-01 15:28:50",HDFCBANK,1613627,1986.1
217470,"2018-02-01 15:28:50",KOTAKBANK,3816689,1120.3
217467,"2018-02-01 15:28:47",HDFC,3819587,1968
217468,"2018-02-01 15:28:47",LT,8173940,1460
217466,"2018-02-01 15:28:46",AXISBANK,7826316,593.4
217465,"2018-02-01 15:28:44",LT,8171372,1458.7
217464,"2018-02-01 15:28:42",KOTAKBANK,3814837,1120.25
217462,"2018-02-01 15:28:41",HDFCBANK,1608738,1987
217463,"2018-02-01 15:28:41",ICICIBANK,29304802,346.6
217461,"2018-02-01 15:28:38",RELIANCE,7506801,945.3
217460,"2018-02-01 15:28:30",AXISBANK,7824234,593.25
217459,"2018-02-01 15:28:27",AXISBANK,7823256,593.45
217458,"2018-02-01 15:28:22",HDIL,13303169,56.5
217457,"2018-02-01 15:28:14",RELIANCE,7501422,945.3
217456,"2018-02-01 15:28:13",AXISBANK,7823078,593.45
217455,"2018-02-01 15:28:05",HDFC,3810461,1968.85
217454,"2018-02-01 15:27:59",RELIANCE,7495960,945.6
217453,"2018-02-01 15:27:58",IDFCBANK,8713879,56.05
217452,"2018-02-01 15:27:57",HDIL,13291509,56.55
217451,"2018-02-01 15:27:56",AXISBANK,7816917,594
217450,"2018-02-01 15:27:55",ICICIBANK,29215359,347.15
217449,"2018-02-01 15:27:53",ITC,58869063,276.3
217448,"2018-02-01 15:27:51",INFY,6419956,1142.45
217446,"2018-02-01 15:27:47",AXISBANK,7815477,593.5
217447,"2018-02-01 15:27:47",ITC,58826358,276.2
217444,"2018-02-01 15:27:40",ICICIBANK,29155617,347.25
217445,"2018-02-01 15:27:40",JINDALSTEL,9312733,266
217443,"2018-02-01 15:27:39",HDFC,3806138,1967.65
217442,"2018-02-01 15:27:36",SBIN,19372836,305.45
217441,"2018-02-01 15:27:35",RELIANCE,7488513,945.85
217440,"2018-02-01 15:27:32",INFY,6418817,1143.1
217439,"2018-02-01 15:27:31",RELIANCE,7486539,945.25
217438,"2018-02-01 15:27:29",LT,8155893,1458
217436,"2018-02-01 15:27:20",JINDALSTEL,9303082,266
217437,"2018-02-01 15:27:20",RELIANCE,7483812,945.6
217435,"2018-02-01 15:27:17",AXISBANK,7810377,593.6
