id,curr_time,symbol,volume,price
188472,"2018-03-06 09:14:59",BHARTIARTL,0,421.45
188473,"2018-03-06 09:14:59",BIOCON,0,623.3
188474,"2018-03-06 09:14:59",HDFC,0,1789.6
188475,"2018-03-06 09:14:59",INFY,0,1155.9
188476,"2018-03-06 09:14:59",LT,0,1300.7
188477,"2018-03-06 09:14:59",MARUTI,0,8795.1
188478,"2018-03-06 09:14:59",MINDTREE,0,859.55
188479,"2018-03-06 09:14:59",RELIANCE,0,924.1
188480,"2018-03-06 09:14:59",SUNPHARMA,0,548.55
188481,"2018-03-06 09:14:59",TATASTEEL,0,655.9
188482,"2018-03-06 09:14:59",TCS,0,3105.85
188483,"2018-03-06 09:14:59",VEDL,0,315.9
188491,"2018-03-06 09:16:45",BHARTIARTL,67187,423.95
188492,"2018-03-06 09:16:45",BIOCON,52697,631
188501,"2018-03-06 09:16:45",BIOCON,52760,630.6
188493,"2018-03-06 09:16:45",HDFC,97765,1803.8
188502,"2018-03-06 09:16:45",HDFC,97791,1803.8
188487,"2018-03-06 09:16:45",INFY,81020,1157.1
188496,"2018-03-06 09:16:45",LT,31571,1313.5
188488,"2018-03-06 09:16:45",MARUTI,6825,8854
188497,"2018-03-06 09:16:45",MINDTREE,104066,863.8
188499,"2018-03-06 09:16:45",MINDTREE,104813,863.8
188498,"2018-03-06 09:16:45",RELIANCE,209315,931
188500,"2018-03-06 09:16:45",RELIANCE,209535,930.8
188489,"2018-03-06 09:16:45",SUNPHARMA,507758,556.55
188503,"2018-03-06 09:16:45",SUNPHARMA,509793,556.55
188494,"2018-03-06 09:16:45",TATASTEEL,255834,669.85
188495,"2018-03-06 09:16:45",TCS,31478,3105.6
188490,"2018-03-06 09:16:45",VEDL,367524,323
188505,"2018-03-06 09:16:46",BHARTIARTL,67222,424
188508,"2018-03-06 09:16:46",HDFC,97902,1803.85
188509,"2018-03-06 09:16:46",INFY,81258,1157.05
188510,"2018-03-06 09:16:46",LT,31586,1314.05
188506,"2018-03-06 09:16:46",MARUTI,6847,8854.5
188511,"2018-03-06 09:16:46",RELIANCE,210412,930.95
188512,"2018-03-06 09:16:46",TATASTEEL,256235,670
188504,"2018-03-06 09:16:46",TCS,31778,3107.15
188507,"2018-03-06 09:16:46",VEDL,368129,323.2
188514,"2018-03-06 09:16:47",BHARTIARTL,69812,423.45
188515,"2018-03-06 09:16:47",BIOCON,52992,630.7
188517,"2018-03-06 09:16:47",LT,31631,1313.9
188516,"2018-03-06 09:16:47",MARUTI,6950,8855
188518,"2018-03-06 09:16:47",MINDTREE,105225,864.45
188519,"2018-03-06 09:16:47",RELIANCE,210761,930.8
188513,"2018-03-06 09:16:47",SUNPHARMA,512376,556.5
188520,"2018-03-06 09:16:47",TATASTEEL,256501,670
188521,"2018-03-06 09:16:47",VEDL,371498,323.2
188530,"2018-03-06 09:16:48",BHARTIARTL,70493,423.2
188531,"2018-03-06 09:16:48",BIOCON,53006,630.75
188526,"2018-03-06 09:16:48",HDFC,98514,1803.9
188527,"2018-03-06 09:16:48",HDFC,98717,1803.8
188528,"2018-03-06 09:16:48",INFY,81478,1157.1
188533,"2018-03-06 09:16:48",LT,31697,1313.85
188524,"2018-03-06 09:16:48",MARUTI,6975,8854
188522,"2018-03-06 09:16:48",MINDTREE,105926,864.15
188523,"2018-03-06 09:16:48",RELIANCE,210883,930.8
188525,"2018-03-06 09:16:48",SUNPHARMA,513168,556.8
