id,curr_time,symbol,volume,price
95156,"2018-02-27 09:14:59",BPCL,0,433
95157,"2018-02-27 09:14:59",LT,0,1344.25
95158,"2018-02-27 09:14:59",MARUTI,0,9005.35
95159,"2018-02-27 09:14:59",RELCAPITAL,0,485.95
95160,"2018-02-27 09:14:59",RELIANCE,0,938.7
95161,"2018-02-27 09:14:59",SUNPHARMA,0,555.95
95162,"2018-02-27 09:14:59",TATAMOTORS,0,372.05
95163,"2018-02-27 09:14:59",TCS,0,3031.7
95164,"2018-02-27 09:14:59",VEDL,0,343.15
93781,"2018-02-27 09:17:17",BPCL,71307,435.2
93775,"2018-02-27 09:17:17",LT,39630,1353.3
93776,"2018-02-27 09:17:17",MARUTI,34108,9105.15
93782,"2018-02-27 09:17:17",RELCAPITAL,75398,486
93783,"2018-02-27 09:17:17",RELIANCE,111370,940.9
93784,"2018-02-27 09:17:17",RELIANCE,111856,940.65
93778,"2018-02-27 09:17:17",SUNPHARMA,172063,559.65
93785,"2018-02-27 09:17:17",SUNPHARMA,172113,559.9
93777,"2018-02-27 09:17:17",TATAMOTORS,299610,375.7
93779,"2018-02-27 09:17:17",TCS,38953,3064.6
93786,"2018-02-27 09:17:17",TCS,39150,3064.4
93780,"2018-02-27 09:17:17",VEDL,176681,343.9
93792,"2018-02-27 09:17:18",BPCL,71609,435.2
93787,"2018-02-27 09:17:18",LT,39668,1353.4
93788,"2018-02-27 09:17:18",MARUTI,34123,9105.15
93790,"2018-02-27 09:17:18",RELCAPITAL,75573,485.75
93791,"2018-02-27 09:17:18",RELIANCE,111906,940.95
93793,"2018-02-27 09:17:18",SUNPHARMA,172188,559.9
93789,"2018-02-27 09:17:18",TATAMOTORS,300779,375.4
93801,"2018-02-27 09:17:19",BPCL,71807,435.2
93794,"2018-02-27 09:17:19",LT,39724,1353.4
93795,"2018-02-27 09:17:19",MARUTI,34185,9106.85
93800,"2018-02-27 09:17:19",MARUTI,34247,9105.2
93797,"2018-02-27 09:17:19",RELCAPITAL,75773,486
93802,"2018-02-27 09:17:19",RELCAPITAL,77328,485.8
93798,"2018-02-27 09:17:19",RELIANCE,112012,940.65
93803,"2018-02-27 09:17:19",SUNPHARMA,174803,559.45
93796,"2018-02-27 09:17:19",TATAMOTORS,301147,375.5
93799,"2018-02-27 09:17:19",TCS,39246,3064.5
93804,"2018-02-27 09:17:20",TCS,39408,3064.65
93805,"2018-02-27 09:17:24",BPCL,72592,435.2
93810,"2018-02-27 09:17:24",LT,39751,1353.3
93811,"2018-02-27 09:17:24",MARUTI,34309,9105.15
93806,"2018-02-27 09:17:24",RELCAPITAL,77518,485.8
93808,"2018-02-27 09:17:24",SUNPHARMA,174974,559.3
93807,"2018-02-27 09:17:24",TATAMOTORS,301547,375.5
93812,"2018-02-27 09:17:24",TATAMOTORS,301897,375.55
93809,"2018-02-27 09:17:24",TCS,39480,3064.25
93819,"2018-02-27 09:17:25",BPCL,73203,435.2
93820,"2018-02-27 09:17:25",BPCL,73566,435.15
93828,"2018-02-27 09:17:25",BPCL,73742,435.15
93839,"2018-02-27 09:17:25",BPCL,74974,435.15
93816,"2018-02-27 09:17:25",LT,40487,1353.8
93830,"2018-02-27 09:17:25",LT,40662,1353.45
93835,"2018-02-27 09:17:25",LT,40800,1353.45
93814,"2018-02-27 09:17:25",MARUTI,34607,9108.95
93824,"2018-02-27 09:17:25",MARUTI,34642,9106.4
93831,"2018-02-27 09:17:25",MARUTI,34663,9106.4
93834,"2018-02-27 09:17:25",MARUTI,34685,9109
93813,"2018-02-27 09:17:25",RELCAPITAL,77718,486
93821,"2018-02-27 09:17:25",RELCAPITAL,78549,485.5
93829,"2018-02-27 09:17:25",RELCAPITAL,78614,485.45
93836,"2018-02-27 09:17:25",RELCAPITAL,79710,485.65
93840,"2018-02-27 09:17:25",RELCAPITAL,80910,485.65
93822,"2018-02-27 09:17:25",RELIANCE,112046,941
93826,"2018-02-27 09:17:25",RELIANCE,112624,941
93833,"2018-02-27 09:17:25",RELIANCE,112753,940.95
93841,"2018-02-27 09:17:25",RELIANCE,112845,941
93817,"2018-02-27 09:17:25",SUNPHARMA,176582,560
93825,"2018-02-27 09:17:25",SUNPHARMA,176766,559.35
93837,"2018-02-27 09:17:25",SUNPHARMA,177398,559.9
93815,"2018-02-27 09:17:25",TATAMOTORS,306003,375.6
93832,"2018-02-27 09:17:25",TATAMOTORS,307488,375.45
93818,"2018-02-27 09:17:25",TCS,39980,3064.45
93827,"2018-02-27 09:17:25",TCS,40020,3063.35
93838,"2018-02-27 09:17:25",TCS,40097,3063.95
93823,"2018-02-27 09:17:25",VEDL,182808,343.75
93842,"2018-02-27 09:17:25",VEDL,183608,343.7
93843,"2018-02-27 09:17:26",MARUTI,34830,9106.4
93844,"2018-02-27 09:17:26",SUNPHARMA,178967,559.8
93845,"2018-02-27 09:17:26",TATAMOTORS,308093,375.7
93846,"2018-02-27 09:17:27",BPCL,75285,435.1
93851,"2018-02-27 09:17:27",LT,40900,1354.25
93852,"2018-02-27 09:17:27",MARUTI,34946,9106
93847,"2018-02-27 09:17:27",RELCAPITAL,81917,485
93854,"2018-02-27 09:17:27",RELCAPITAL,82417,485
93848,"2018-02-27 09:17:27",RELIANCE,114441,940.85
93849,"2018-02-27 09:17:27",SUNPHARMA,179268,559.85
93853,"2018-02-27 09:17:27",TATAMOTORS,308842,375.8
93850,"2018-02-27 09:17:27",TCS,40149,3062.95
93855,"2018-02-27 09:17:28",LT,41039,1354.25
93856,"2018-02-27 09:17:28",MARUTI,35057,9105.3
93860,"2018-02-27 09:17:28",MARUTI,35095,9108
93858,"2018-02-27 09:17:28",RELCAPITAL,82454,485.4
93861,"2018-02-27 09:17:28",TATAMOTORS,310044,375.7
93857,"2018-02-27 09:17:28",TCS,40164,3063.8
93859,"2018-02-27 09:17:28",VEDL,184303,343.55
93865,"2018-02-27 09:17:29",BPCL,76264,435.2
93862,"2018-02-27 09:17:29",LT,41084,1354.25
93866,"2018-02-27 09:17:29",RELCAPITAL,82954,485.5
93867,"2018-02-27 09:17:29",RELIANCE,114984,941
93863,"2018-02-27 09:17:29",SUNPHARMA,179982,559.6
93868,"2018-02-27 09:17:29",TATAMOTORS,310901,375.55
93864,"2018-02-27 09:17:29",TCS,40184,3063.55
93873,"2018-02-27 09:17:30",BPCL,76396,435.15
93869,"2018-02-27 09:17:30",LT,41134,1354
93870,"2018-02-27 09:17:30",MARUTI,35159,9108
93872,"2018-02-27 09:17:30",RELIANCE,115060,940.95
93874,"2018-02-27 09:17:30",SUNPHARMA,180137,559.75
93871,"2018-02-27 09:17:30",TATAMOTORS,312397,375.8
93880,"2018-02-27 09:17:31",BPCL,76554,435.1
93877,"2018-02-27 09:17:31",LT,41292,1354
93878,"2018-02-27 09:17:31",MARUTI,35245,9105.3
93875,"2018-02-27 09:17:31",RELCAPITAL,86535,484.9
93881,"2018-02-27 09:17:31",RELCAPITAL,86660,485.05
93882,"2018-02-27 09:17:31",RELIANCE,115110,941.15
93876,"2018-02-27 09:17:31",SUNPHARMA,180207,559.75
93879,"2018-02-27 09:17:31",TATAMOTORS,313167,375.65
93883,"2018-02-27 09:17:31",VEDL,184556,343.7
93888,"2018-02-27 09:17:32",BPCL,76969,435.1
93886,"2018-02-27 09:17:32",LT,41477,1354.25
93889,"2018-02-27 09:17:32",RELIANCE,115177,940.95
93885,"2018-02-27 09:17:32",SUNPHARMA,180907,559.75
93887,"2018-02-27 09:17:32",TATAMOTORS,314927,375.8
93884,"2018-02-27 09:17:32",TCS,40208,3063.8
93893,"2018-02-27 09:17:33",BPCL,77398,435.1
93890,"2018-02-27 09:17:33",LT,41745,1354
