id,curr_time,symbol,volume,price
187424,"2018-01-30 09:20:11",LT,51891,1425.3
187425,"2018-01-30 09:20:14",TATASTEEL,130557,777.4
187429,"2018-01-30 09:20:16",RELIANCE,128051,963.5
187430,"2018-01-30 09:20:18",SBIN,935701,312.7
187436,"2018-01-30 09:20:20",SBIN,944367,312.7
187438,"2018-01-30 09:20:21",MARUTI,41064,9642.75
187441,"2018-01-30 09:20:22",RELIANCE,129659,962.85
187444,"2018-01-30 09:20:26",TATASTEEL,131842,778.05
187453,"2018-01-30 09:20:31",LT,60894,1424
187454,"2018-01-30 09:20:31",SBIN,962114,312.45
187455,"2018-01-30 09:20:31",RELIANCE,130741,962.15
187458,"2018-01-30 09:20:34",MARUTI,41916,9639
187459,"2018-01-30 09:20:34",TATASTEEL,133385,777.5
187467,"2018-01-30 09:20:37",RELIANCE,132179,962.25
187470,"2018-01-30 09:20:38",SBIN,967103,312.4
187473,"2018-01-30 09:20:39",LT,61575,1424.05
187474,"2018-01-30 09:20:40",MARUTI,42352,9636.05
187478,"2018-01-30 09:20:44",SBIN,975059,312.4
187481,"2018-01-30 09:20:45",MARUTI,42668,9641.55
187482,"2018-01-30 09:20:45",LT,62042,1423.8
187484,"2018-01-30 09:20:45",TATASTEEL,138348,777.95
187489,"2018-01-30 09:20:49",RELIANCE,133570,961.95
187494,"2018-01-30 09:20:52",RELIANCE,135185,962.7
187495,"2018-01-30 09:20:52",LT,63918,1425
187496,"2018-01-30 09:20:52",MARUTI,44780,9655.45
187498,"2018-01-30 09:20:53",TATASTEEL,141040,777.45
187502,"2018-01-30 09:20:55",SBIN,1000306,312.75
187508,"2018-01-30 09:21:00",LT,64401,1425
187511,"2018-01-30 09:21:01",MARUTI,45478,9650
187514,"2018-01-30 09:21:02",SBIN,1014404,312.8
187517,"2018-01-30 09:21:04",TATASTEEL,141259,777.65
187523,"2018-01-30 09:21:09",MARUTI,45984,9645
187524,"2018-01-30 09:21:09",LT,65222,1425.2
187528,"2018-01-30 09:21:12",SBIN,1024981,312.75
