id,curr_time,symbol,volume,price
232316,"2018-02-02 16:57:54",AXISBANK,6185174,564.9
232315,"2018-02-02 16:57:52",ITC,35007067,275.35
232314,"2018-02-02 15:53:53",MARUTI,984188,8990.6
232313,"2018-02-02 15:53:39",SBIN,23273662,297.35
232312,"2018-02-02 15:53:36",ICICIBANK,16957945,335.1
232311,"2018-02-02 15:53:32",RELIANCE,13241561,904.35
232310,"2018-02-02 15:53:29",HDIL,24208514,51.35
232309,"2018-02-02 15:53:22",LT,3620968,1415.45
232308,"2018-02-02 15:53:18",INFY,5122204,1143.25
232307,"2018-02-02 15:53:10",SBIN,23273658,297.35
232306,"2018-02-02 15:53:03",AXISBANK,6184647,564.9
232305,"2018-02-02 15:52:59",MARUTI,984187,8990.6
232303,"2018-02-02 15:52:58",AXISBANK,6184647,564.9
232304,"2018-02-02 15:52:58",AXISBANK,6184646,564.9
232302,"2018-02-02 15:52:56",KOTAKBANK,2281820,1085.95
232301,"2018-02-02 15:52:48",SBIN,23273620,297.35
232300,"2018-02-02 15:52:43",IDFCBANK,15099096,52.7
232299,"2018-02-02 15:52:38",RELIANCE,13241461,904.35
232298,"2018-02-02 15:52:37",ICICIBANK,16957940,335.1
232297,"2018-02-02 15:52:23",ITC,35007017,275.35
232296,"2018-02-02 15:52:21",LT,3620958,1415.45
232294,"2018-02-02 15:52:17",LT,3620950,1415.45
232295,"2018-02-02 15:52:17",HDIL,24207639,51.35
232293,"2018-02-02 15:52:16",LT,3620958,1415.45
232292,"2018-02-02 15:52:12",HDIL,24207039,51.35
232291,"2018-02-02 15:52:07",IDFCBANK,15099076,52.7
232290,"2018-02-02 15:51:57",RELIANCE,13241451,904.35
232289,"2018-02-02 15:51:51",SBIN,23273604,297.35
232288,"2018-02-02 15:51:42",HDIL,24206014,51.35
232287,"2018-02-02 15:51:28",RELIANCE,13241450,904.35
232286,"2018-02-02 15:51:25",RELIANCE,13241449,904.35
232285,"2018-02-02 15:51:23",SBIN,23273504,297.35
232284,"2018-02-02 15:51:22",LT,3620950,1415.45
232283,"2018-02-02 15:51:11",ICICIBANK,16957890,335.1
232282,"2018-02-02 15:51:07",HDIL,24205637,51.35
232281,"2018-02-02 15:50:54",MARUTI,984181,8990.6
232280,"2018-02-02 15:50:50",HDIL,24201487,51.35
232279,"2018-02-02 15:50:47",SBIN,23273286,297.35
232278,"2018-02-02 15:50:42",ITC,35006851,275.35
232277,"2018-02-02 15:50:38",HDIL,24200987,51.35
232276,"2018-02-02 15:50:36",LT,3620940,1415.45
232275,"2018-02-02 15:50:34",SBIN,23273281,297.35
232274,"2018-02-02 15:50:31",RELIANCE,13241448,904.35
232273,"2018-02-02 15:50:29",HDIL,24200487,51.35
232272,"2018-02-02 15:50:24",HDFCBANK,1836530,1948
232271,"2018-02-02 15:50:19",INFY,5122199,1143.25
232270,"2018-02-02 15:50:14",MARUTI,984178,8990.6
232269,"2018-02-02 15:50:10",IDFCBANK,15098076,52.7
232268,"2018-02-02 15:50:03",ITC,35006651,275.35
232267,"2018-02-02 15:49:54",AXISBANK,6184646,564.9
232266,"2018-02-02 15:49:47",RELIANCE,13230390,904.35
232264,"2018-02-02 15:49:46",SBIN,23273278,297.35
232265,"2018-02-02 15:49:46",HDIL,24199487,51.35
232263,"2018-02-02 15:49:45",ITC,35006607,275.35
232262,"2018-02-02 15:49:43",INFY,5122179,1143.25
232260,"2018-02-02 15:49:41",RELIANCE,13230380,904.35
232261,"2018-02-02 15:49:41",ICICIBANK,16957840,335.1
232259,"2018-02-02 15:49:39",ITC,35006516,275.35
232258,"2018-02-02 15:49:27",ITC,35006436,275.35
232257,"2018-02-02 15:49:26",HDFC,3272573,1903.85
232256,"2018-02-02 15:49:25",ICICIBANK,16957790,335.1
232255,"2018-02-02 15:49:17",SBIN,23273225,297.35
232254,"2018-02-02 15:49:15",IDFCBANK,15097476,52.7
232253,"2018-02-02 15:48:58",MARUTI,984114,8990.6
232252,"2018-02-02 15:48:56",RELIANCE,13229367,904.35
232251,"2018-02-02 15:48:52",AXISBANK,6184611,564.9
232250,"2018-02-02 15:48:44",HDIL,24197750,51.35
232249,"2018-02-02 15:48:38",ITC,35006426,275.35
232248,"2018-02-02 15:48:35",RELIANCE,13229347,904.35
232247,"2018-02-02 15:48:26",LT,3620935,1415.45
232246,"2018-02-02 15:48:19",HDIL,24197700,51.35
232245,"2018-02-02 15:48:14",ITC,35005326,275.35
232244,"2018-02-02 15:48:13",RELIANCE,13229337,904.35
232243,"2018-02-02 15:48:07",RELIANCE,13229336,904.35
232242,"2018-02-02 15:48:00",IDFCBANK,15096971,52.7
232241,"2018-02-02 15:47:54",LT,3620925,1415.45
232240,"2018-02-02 15:47:47",ITC,35005221,275.35
232239,"2018-02-02 15:47:43",MARUTI,984074,8990.6
232238,"2018-02-02 15:47:39",IDFCBANK,15096941,52.7
232237,"2018-02-02 15:47:36",RELIANCE,13229316,904.35
232236,"2018-02-02 15:47:18",RELIANCE,13229266,904.35
232235,"2018-02-02 15:47:14",ICICIBANK,16957789,335.1
232234,"2018-02-02 15:47:11",HDIL,24196200,51.35
232233,"2018-02-02 15:47:09",LT,3620924,1415.45
232232,"2018-02-02 15:47:06",HDFC,3272571,1903.85
232231,"2018-02-02 15:47:05",JINDALSTEL,14345260,250.55
