id,curr_time,symbol,volume,price
232317,"2018-02-07 09:16:16",HDFC,106511,1798.05
232318,"2018-02-07 09:16:17",IDFCBANK,142798,52.15
232319,"2018-02-07 09:16:16",INFY,113550,1116.8
232320,"2018-02-07 09:16:17",ICICIBANK,254832,335.25
232321,"2018-02-07 09:16:17",HDIL,283684,52.3
232322,"2018-02-07 09:16:17",AXISBANK,145758,570.1
232323,"2018-02-07 09:16:17",HDFCBANK,28344,1888.1
232324,"2018-02-07 09:16:19",JINDALSTEL,265360,261.25
232325,"2018-02-07 09:16:20",MARUTI,18880,9142.25
232326,"2018-02-07 09:16:20",RELIANCE,222477,901.45
232327,"2018-02-07 09:16:22",LT,61117,1361.55
232328,"2018-02-07 09:16:22",ITC,437897,276.65
232329,"2018-02-07 09:16:22",KOTAKBANK,1545551,1038
232330,"2018-02-07 09:16:22",SBIN,410281,296.9
232331,"2018-02-07 09:16:25",AXISBANK,155599,569.85
232332,"2018-02-07 09:16:25",SBIN,442363,296.75
232333,"2018-02-07 09:16:26",RELIANCE,232939,901.7
232334,"2018-02-07 09:16:28",KOTAKBANK,1550428,1038.2
232335,"2018-02-07 09:16:28",ITC,458114,276.6
232336,"2018-02-07 09:16:28",AXISBANK,164549,570.05
232337,"2018-02-07 09:16:30",HDFCBANK,30013,1886.35
232338,"2018-02-07 09:16:31",RELIANCE,238981,901.5
232339,"2018-02-07 09:16:32",JINDALSTEL,290334,260.7
232340,"2018-02-07 09:16:35",LT,64139,1362.45
232341,"2018-02-07 09:16:36",IDFCBANK,166012,52.15
232342,"2018-02-07 09:16:36",HDIL,312835,52.25
232343,"2018-02-07 09:16:38",HDIL,315511,52.25
232344,"2018-02-07 09:16:38",SBIN,518640,296.5
232345,"2018-02-07 09:16:40",JINDALSTEL,307713,260.4
232346,"2018-02-07 09:16:40",AXISBANK,166903,569.85
232347,"2018-02-07 09:16:41",HDFC,123203,1795.2
232348,"2018-02-07 09:16:41",HDFCBANK,32903,1887.45
232349,"2018-02-07 09:16:42",ITC,473891,276.6
232350,"2018-02-07 09:16:45",AXISBANK,170648,569.55
232351,"2018-02-07 09:16:45",ITC,503896,276.4
232352,"2018-02-07 09:16:45",JINDALSTEL,329971,260.5
232353,"2018-02-07 09:16:45",MARUTI,21868,9132
232354,"2018-02-07 09:16:46",IDFCBANK,180571,52.2
232355,"2018-02-07 09:16:47",LT,70029,1363.1
232356,"2018-02-07 09:16:48",KOTAKBANK,1553898,1038.1
232357,"2018-02-07 09:16:51",RELIANCE,261129,900.75
232358,"2018-02-07 09:16:53",AXISBANK,172615,569.5
232359,"2018-02-07 09:16:54",HDIL,337216,52.2
232360,"2018-02-07 09:16:54",LT,71431,1364.3
232361,"2018-02-07 09:16:55",ITC,514569,276.25
232362,"2018-02-07 09:16:55",INFY,141040,1111.5
232363,"2018-02-07 09:16:57",MARUTI,23011,9125.8
232364,"2018-02-07 09:16:58",JINDALSTEL,347400,260.15
232365,"2018-02-07 09:17:00",RELIANCE,271026,900.6
232366,"2018-02-07 09:17:00",ITC,527886,276.2
232367,"2018-02-07 09:17:03",ICICIBANK,289433,334.9
232368,"2018-02-07 09:17:03",KOTAKBANK,1555119,1038.4
232369,"2018-02-07 09:17:03",RELIANCE,288547,898.65
232370,"2018-02-07 09:17:07",AXISBANK,174401,569.65
232371,"2018-02-07 09:17:07",HDFCBANK,40237,1888
232372,"2018-02-07 09:17:11",IDFCBANK,207988,52.3
232373,"2018-02-07 09:17:12",KOTAKBANK,1556763,1038.3
232374,"2018-02-07 09:17:12",RELIANCE,297514,899.15
232375,"2018-02-07 09:17:13",MARUTI,23870,9123.7
232376,"2018-02-07 09:17:15",AXISBANK,182593,569.25
232377,"2018-02-07 09:17:15",KOTAKBANK,1557078,1038.9
232378,"2018-02-07 09:17:16",RELIANCE,311663,898.45
232379,"2018-02-07 09:17:18",HDFC,138799,1794.25
232380,"2018-02-07 09:17:18",SBIN,621663,296.7
232381,"2018-02-07 09:17:18",HDIL,360023,52.25
232382,"2018-02-07 09:17:19",HDIL,394701,52.25
232383,"2018-02-07 09:17:21",IDFCBANK,219238,52.35
232384,"2018-02-07 09:17:21",LT,77269,1363.9
232385,"2018-02-07 09:17:24",HDFCBANK,43219,1889
232386,"2018-02-07 09:17:25",AXISBANK,184270,569.15
232387,"2018-02-07 09:17:25",ICICIBANK,343056,335.15
232388,"2018-02-07 09:17:26",INFY,154428,1115.55
232389,"2018-02-07 09:17:28",RELIANCE,322101,899.55
232390,"2018-02-07 09:17:31",JINDALSTEL,436897,260
232391,"2018-02-07 09:17:31",SBIN,633569,296.75
232392,"2018-02-07 09:17:32",KOTAKBANK,1558318,1038.9
232393,"2018-02-07 09:17:32",ITC,573581,276.65
232394,"2018-02-07 09:17:33",JINDALSTEL,443497,259.7
232395,"2018-02-07 09:17:33",INFY,156071,1115.9
232396,"2018-02-07 09:17:35",MARUTI,27608,9126.1
232397,"2018-02-07 09:17:35",IDFCBANK,227869,52.4
232398,"2018-02-07 09:17:36",KOTAKBANK,1559921,1040
232399,"2018-02-07 09:17:36",HDFCBANK,44174,1891.05
232400,"2018-02-07 09:17:37",AXISBANK,199497,568.95
232401,"2018-02-07 09:17:38",AXISBANK,205482,569.1
232402,"2018-02-07 09:17:40",MARUTI,27979,9121
232403,"2018-02-07 09:17:41",RELIANCE,335948,900.8
232404,"2018-02-07 09:17:42",ICICIBANK,354145,335.5
